Id,Name,Product Group,Stock Method,Post Rent Unavailability,Replacement Charge,Weight,Description,Active,Accessory Only,Tags,Tests & Inspections,Rental Price,Discountable,mainsPowerReq,powerType,Replacement Charge Date,Testable?,prefPwrCbl,isCable,connector1,connector2
282,NO LONGER STOCKED - Speaker stand (35mm Light Weight),Audio - Speaker Stands and Accessories,Bulk,0,25,0,Pulse 35mm,No,No,,,5,Yes,,,,No,,,,
445,Round Base Speaker Stand package,Audio - Speaker Stands and Accessories,None,0,100,0,"With a round, plate-base from cast iron
35 mm Stand tube with M20 thread (female)
Height: 1050 - 1800 mm
Transport length: 1050 mm
Powder coated steel
Height adjustable by means of a screw with locking mechanism and safety splint
Weight: 14 kg
Incl. black coding rings",Yes,No,,,10,Yes,,,,No,,,,
80,"Speaker Pole (35mm, black)",Audio - Speaker Stands and Accessories,Serialised,0,25,2.1,35mm speaker pole,Yes,No,"speaker pole,pole",,5,Yes,,,,,,,,
529,"Speaker Pole (35mm, locking)",Audio - Speaker Stands and Accessories,Serialised,0,58,2.9,,Yes,No,"speaker pole,speaker pole locking",,5,Yes,,,,No,,,,
827,Speaker stand cable clip,Audio - Speaker Stands and Accessories,Bulk,0,0,0,,Yes,No,,,0,Yes,,,,,,,,
69,Speaker stand (Heavy duty),Audio - Speaker Stands and Accessories,Serialised,0,80,5.91,"tripod speaker stands for powered speakers e.g. dxr15, dsr112
K&M 21435-009-55 - black",Yes,No,,,5,Yes,,,,,,,,
78,Speaker stand (wind up),Audio - Speaker Stands and Accessories,Bulk,0,150,0,Wind up speaker stand.,No,No,speaker stand,,5,Yes,,,,No,,,,
36,8 inch sub (LD Maui 28),Audio - Speakers (Active),Serialised,0,500,35,,No,Yes,"Speaker & Sub,maui sub",,0,Yes,,,,Yes,,,,
199,8 inch sub (LD Maui 28 G2),Audio - Speakers (Active),Serialised,0,500,19.7,"box dims for shipping:
57cm x  47cm x 58H",Yes,No,"Speaker,active speaker",,0,Yes,Yes,c14,,Yes,221,,,
852,8 inch sub (LD MAUI G2) WHITE,Audio - Speakers (Active),Serialised,0,0,20,8 inch sub (LD MAUI G2) WHITE,Yes,No,active speaker,,0,Yes,Yes,c14,,Yes,221,,,
198,LD Maui 28 G2 System,Audio - Speakers (Active),None,0,829,30.9,"COMPACT COLUMN PA SYSTEM BLACK
LD MAUI 28 G2

2nd generation of the popular LD Maui 28
Height: 2030mm


User manual
file:///C:/Users/phili/Downloads/LDMAUI28G2_LD_System_Bedienungsanleitung_EN_DE_FR_ES_PL_IT_SC_TC%20(1).pdf",Yes,No,active speaker,,65,Yes,,,,No,,,,
857,LD Maui 28 G2 System (White),Audio - Speakers (Active),None,0,929,30.9,"COMPACT COLUMN PA SYSTEM BLACK
LD MAUI 28 G2

2nd generation of the popular LD Maui 28
Height: 2030mm


User manual
file:///C:/Users/phili/Downloads/LDMAUI28G2_LD_System_Bedienungsanleitung_EN_DE_FR_ES_PL_IT_SC_TC%20(1).pdf",Yes,No,active speaker,,75,Yes,,,,No,,,,
144,LD Maui 28 System,Audio - Speakers (Active),None,0,0,0,"COMPACT COLUMN PA SYSTEM BLACK
LD MAUI 28 - the compact, active and modular ""all-in-one"" system

The LD MAUI 28 (Multiple Array User Intuitive) is the perfect solution for musicians and DJs as well as presentations and events with sophisticated music playback.

Because no cables and stands are required, this “plug-and-play” system can be set up and taken down again very easily and quickly. Frequency-response-based 4.1 five-way amping results in a clear, dynamic and balanced sound throughout the frequency range of this system. The array configuration ensures greater coverage with very well-balanced sound distribution even in the farthest corners of the venue.

The MAUI 28, which combines PA and monitoring system in one, guarantees the same sound experience for both audience and musician. No disturbing speaker cables, no speaker stands, no transport issues, simply plug in the mixer and you're ready to go.

http://www.ld-systems.com/en/series/maui-series/maui-28-compact-column-pa-system-black/

https://www.soundonsound.com/reviews/ld-systems-maui-28",No,No,active speaker,,50,Yes,,,,No,,,,
142,Lower vertical array (LD Maui 28),Audio - Speakers (Active),Serialised,0,250,3.7,,Yes,Yes,,,0,Yes,,,,No,,,,
200,Lower vertical array (LD Maui 28 G2),Audio - Speakers (Active),Serialised,0,250,5.6,"box dims for shipping:
89cm x 28cm x 17cm H",Yes,Yes,,,0,Yes,,,,No,,,,
837,Lower vertical array (LD Maui 28 G2) WHITE,Audio - Speakers (Active),Serialised,0,0,5.6,,Yes,No,,,0,Yes,,,,No,,,,
190,RCF ART 712-A MK4,Audio - Speakers (Active),Serialised,0,400,17.8,"https://www.rcf.it/en/products/product-detail/art-712-a-mk4

Height: 637 mm / 25.08 inches
Width: 387 mm / 15.24 inches
Depth: 363 mm / 14.29 inches
Weight: 17.8 kg / 39.24 lbs",Yes,No,"active speaker,Speaker",,40,Yes,,,,Yes,,,,
995,RCF ART 910-A,Audio - Speakers (Active),Serialised,0,500,15.8,"PROFESSIONAL ACTIVE 10"" 2 Way speaker (2100W Class-D Bi-Amplification)",Yes,No,active speaker,,35,Yes,,,,No,,,,
141,Upper vertical array (LD Maui 28),Audio - Speakers (Active),Serialised,0,250,4.1,,Yes,Yes,,,0,Yes,,,,No,,,,
201,Upper vertical array (LD Maui 28 G2),Audio - Speakers (Active),Serialised,0,250,5.6,"box dims for shipping:
89cm x 28cm x 17cm H",Yes,Yes,"maui,maui vertical,vertical,array",,0,Yes,,,,No,,,,
836,Upper vertical array (LD Maui 28 G2) WHITE,Audio - Speakers (Active),Serialised,0,0,5.6,,Yes,No,,,0,Yes,,,,No,,,,
1010,Yamaha DHR12M,Audio - Speakers (Active),Serialised,0,845,23,,Yes,No,active speaker,,40,Yes,,,,Yes,,,,
72,Yamaha DSR112,Audio - Speakers (Active),Serialised,0,940,21.2,"Powered 12"" monitor, wood case

Ultra-precise 48-bit digital sound processing
D-CONTOUR (Dynamic-CONTOUR) multi-band dynamic processing
All-new 1300W Class-D amplifiers with PFC switching mode power supply
Maximum SPL 134dB peak
Extensive protection of the transducers, amplifiers and power supply from high performance DSP
Premium-grade, custom-designed transducers
Exclusive 90° × 60° CD Waveguide Horn
Compact and lightweight (21.2kg / 47lbs)
Performs as main PA or floor monitor
Stand and pole mountable, with 35mm pole sockets
Integrated M10 rigging points for suspended applications

http://www.yamahaproaudio.com/global/en/products/speakers/dsr_series/lineup.jsp",Yes,No,"Speaker,active speaker",,40,Yes,,,,Yes,,,,
22,Yamaha DSR118,Audio - Speakers (Active),Serialised,0,915.55,42,"Powered sub 18""

W 520mm (20 4/8"")
H 638mm (25 2/8"")
D 584mm (23"")

https://uk.yamaha.com/en/products/proaudio/speakers/dsr_series/specs.html#product-tabs",Yes,No,"Sub,active speaker,Speaker",,45,Yes,Yes,c13,,Yes,71,,,
25,Yamaha DXR10,Audio - Speakers (Active),Serialised,0,563,14.6,"10"" 2-way, Bi-amp powered speaker (1100 watts)

Portable, yet capable of producing an astonishing 131 dB SPL, the DXR10’s compact, functional design makes it ideal for a wide range of applications. Whether providing simple vocal/instrument amplification, very powerful floor monitoring or comprising a compact SR system—the DXR10 delivers without compromising sound quality and power.

https://uk.yamaha.com/en/products/proaudio/speakers/dxr/specs.html#product-tabs

Product Registration",Yes,No,"Speaker top,active speaker,Speaker",,40,Yes,Yes,c13,,Yes,230,,,
503,Yamaha DXR10 MK2,Audio - Speakers (Active),Serialised,0,650,14.6,,Yes,No,"active speaker,Speaker",,40,Yes,,,,Yes,,,,
23,Yamaha DXS12 Subwoofer,Audio - Speakers (Active),Serialised,0,732,33,"Compact and powerful 12"" subwoofer equipped with a high-efficiency 950W Class-D amplifier

The DXS12 is an extremely compact and powerful subwoofer equipped with a high-efficiency 950W Class-D amplifier and a 12” high-output woofer housed in an acoustically optimized band-pass enclosure.Try out our powerful D-XSUB low frequency processing for low-end you would never expect from a compact 12” subwoofer.",Yes,No,"Sub,active speaker,Speaker",,40,Yes,,,,Yes,,,,
868,"Yamaha DXS15 MKII 15""",Audio - Speakers (Active),Serialised,0,0,38,"Key Features:
Band-pass subwoofer
15"" Woofer, 2.5"" Voice Coil
135dB SPL
40-150Hz Frequency Response
High output power (1020W)
D-XSUB DSP processing
Selectable X-OVER (80/100/120Hz)
2 pole sockets (35mm/M20)
Lightweight - only 36KG!
Cardiod function",Yes,No,active speaker,,45,Yes,,,,Yes,,,,
1001,"Yamaha DZR10 10"" Active Speaker",Audio - Speakers (Active),Serialised,0,899,17.9,"The DZR10 is 2-way bi-amped powered loudspeaker that offers superb clarity at an impressive 137dB SPL. With best-in-class SPL performance, sophisticated DSP processing, and unrivaled low-frequency sound reproduction, the DZR10 realizes a truly professional sound delivered with a level of power that belies its compact, lightweight design.",Yes,No,active speaker,,40,Yes,Yes,c13,,No,230,,,
765,d&b M4 stage monitor,Audio - Speakers (Passive),Bulk,0,2000,20,,Yes,No,subhire,,40,Yes,,,,No,,,,
698,Funktion One EVO 7TH,Audio - Speakers (Passive),Bulk,0,0,44,,Yes,No,Funktion One,,75,Yes,,,,No,,,,
697,Funktion One EVO 7TL-215,Audio - Speakers (Passive),Bulk,0,0,61,,Yes,No,Funktion One,,70,Yes,,,,No,,,,
696,Funktion One F121,Audio - Speakers (Passive),Bulk,0,0,72,,Yes,No,Funktion One,,40,Yes,,,,No,,,,
700,Funktion One PSM318,Audio - Speakers (Passive),Bulk,0,0,107,,Yes,No,Funktion One,,110,Yes,,,,No,,,,
1117,Nexo ID24 120° x 60°,Audio - Speakers (Passive),Serialised,0,599,6,"309mm wide, 132mm high and 233mm front to back, the ID24-T is a compact full range speaker using twin 4 inch drivers in a V formation plus an HF compression driver with rotatable horn. The horn can be rotated easily without the need for tools by a ‘screw head’ on the rear panel to give 60° x 60°, 90° x 40°, 120° x 40°, 120° x 60° (according to horns) HF coverage with the standard horn fitted. This increases the flexibility of the cabinet by allowing the HF horizontal dispersion to be ‘tuned’ for the given application. Primed for all touring applications, the ID24t (touring spec) features Speakon connectors and quick release rigging points for easy mounting – horizontally or vertically.

KEY FEATURES
Compact, high-powered sound reinforcement speaker
Measures just 309mm W x 132mm H x 233mm D
Rotatable horn for 60° x 60°, 90° x 40°, 120° x 40° or 120° x 60° HF coverage (according to horns)
dedicated Touring version with Speakon connectivity and rigging points",Yes,No,,,0,Yes,,,,No,,,,
850,Nexo L15 Subwoofer,Audio - Speakers (Passive),Serialised,0,0,35,"Measuring 550mm wide x 439mm high x 650mm deep and weighing 35Kg, the L15 sub employs a 15″ long excursion driver in Baltic birch / poplar plywood cabinet with threaded inserts for mounting accessories and an M20 stand fitting. With a frequency range of 40Hz-120Hz, and 139dB Peak SPL, The L15 is specially designed in a footprint to match the P12, making it a perfect partner in flown applications, and for use as a drum fill.

KEY FEATURES
Dedicated partner sub for P12 with matching footprint
Extends LF performance to 40Hz
139dB peak SPL
1 x 15"" long-excusion Neodymium driver
Can be deployed in standard and cardioid modes
Threaded inserts on the back and on both sides for connection of mounting accessories
Standard fitting M20",Yes,No,,,40,Yes,,,,No,,,,
30,Nexo LS1200,Audio - Speakers (Passive),Serialised,0,1735,45,"18"" passive",No,No,"Sub,passive,Nexo,PA",,40,Yes,,,,No,,,,
283,Nexo LS18,Audio - Speakers (Passive),Serialised,0,2744,55.5,"The LS18 subbass cabinet brings new versatility to NEXO GEO S12 line array systems and PS Series cabinets, delivering high SPL at a relatively low cost. Light and easy-to-handle, the LS18 uses a single 18″ long excursion driver and is compatible with all GEO S12 accessories, so it can fly with the S1230 and S1210 line array modules, or anchor a ground stack of S12 cabinets. With a steel stand fitting on top of the cabinet, the LS18 also allows for pole mounting of GEO S12 cabinets or NEXO PS15-R2 full-range speakers. LS18 can be flown in tandem with PS15s, which will be of particular interest to the installation sector.

High power system (137-140dB peak SPL @ 1m)
Frequency response 30Hz-130Hz
1 x 18"" 4"" voice coil long excursion 8Ω driver
Light and easy to handle
Integrates with GEO S12 and PS Systems",Yes,No,"Speaker,Nexo,Sub,passive",,40,Yes,,,,,,,,
27,Nexo LS400,Audio - Speakers (Passive),Serialised,0,1224,14.6,"12"" passive",Yes,No,"Sub,passive",,30,Yes,,,,,,,,
119,Nexo LS600 High Efficiency Sub-bass,Audio - Speakers (Passive),Serialised,0,1554,30,"53cm D
69cm W",Yes,No,"passive,PA",,40,Yes,,,,,,,,
1030,Nexo P10 Speaker,Audio - Speakers (Passive),Serialised,0,2167.56,15,"Compact, low-profile, curvilinear enclosure
10” LF Neodymium driver and 1.7” diaphragm HF driver in a coaxial configuration
Variable HF directivity
136dB peak SPL
Threaded inserts on the back and on both sides for connection of mounting accessories
Stand fitting on both sides
4x NL4, 4 poles connectors; 2 on the back and 1 on both sides
Touring, installation and TIS versions",Yes,No,"PA,passive,Nexo",,40,Yes,,,,No,,,,
28,Nexo PS10,Audio - Speakers (Passive),Bulk,0,1200,14,"10""",No,No,"Speaker,top,passive",,30,Yes,,,,,,,,
120,Nexo PS10 R2 (Left),Audio - Speakers (Passive),Serialised,0,1200,14,,Yes,No,"Nexo,passive,PA",,35,Yes,,,,,,,,
121,Nexo PS10 R2 (Right),Audio - Speakers (Passive),Serialised,0,1200,14,,Yes,No,"Nexo,passive,PA",,35,Yes,,,,No,,,,
29,Nexo PS15,Audio - Speakers (Passive),Serialised,0,2160,28,"15"" passive",No,No,"Speaker,top,passive",,30,Yes,,,,,,,,
275,Nexo PS15 R2 (Left),Audio - Speakers (Passive),Serialised,0,2700,28,"A high power system capable of producing 136dB Peak SPL, the new PS15-R2 Loudspeaker can be safely driven with up to 2000 Watts of amplifier power. Controlled by the new DTD Controller, the PS15-R2 achieves high SPLs and wide bandwidth performance, despite being only half the weight and volume of common trapezoidal loudspeaker systems.",Yes,No,"Nexo,passive,PA",,40,Yes,,,,,,,,
276,Nexo PS15 R2 (Right),Audio - Speakers (Passive),Serialised,0,2700,28,"A high power system capable of producing 136dB Peak SPL, the new PS15-R2 Loudspeaker can be safely driven with up to 2000 Watts of amplifier power. Controlled by the new DTD Controller, the PS15-R2 achieves high SPLs and wide bandwidth performance, despite being only half the weight and volume of common trapezoidal loudspeaker systems.",Yes,No,"Nexo,passive,PA",,40,Yes,,,,,,,,
26,Nexo PS8,Audio - Speakers (Passive),Serialised,0,957.5,7.5,"8"" passive",Yes,No,"passive,PA,Nexo",,30,Yes,,,,,,,,
31,Nexo PS8 amp,Audio - Speakers (Passive),Serialised,0,3000,19,Amp and built in controller,No,No,amp,,40,Yes,,,,,,,,
721,3.5mm TRS Jack(m) to 6.5mm TRS Jack(f) adaptor,Audio Cable - Adapters,Serialised,0,3.5,0.01,,Yes,No,"adapter,3.5mm to 6.5mm,mini jack to jack,mini jack adapter,3.5mm trs adapter,trs adapter",,0.5,Yes,,,,,,,,
81,"3.5mm TRS Jack(m) to RCA(m) stereo cable, 01.5m",Audio Cable - Adapters,Serialised,0,2.15,0.05,Connect your ipod / mp3 player / laptop to a mixer,No,No,,,0.5,Yes,,,02/11/2021,,,,,
786,"3.5mm TRS Jack(m) to RCA(m) stereo cable, VDC, 01.5m",Audio Cable - Adapters,Serialised,0,16,0.11,"Connect your ipod / mp3 player / laptop to a mixer
Minijack
High quality hand made cable from VDC
1.5m
blue cable",Yes,No,,,1,Yes,,,29/03/2022,No,,,,
757,"3.5mm TRS Jack(m) to RCA(m) stereo cable, VDC, 500mm",Audio Cable - Adapters,Serialised,0,12,0.05,"Connect your ipod / mp3 player / laptop to a mixer
High quality hand made cable from VDC",No,No,,,0.5,Yes,,,13/01/2022,No,,,,
606,"3.5mm TRS Jack(m) to XLR(m) stereo cable, 01m",Audio Cable - Adapters,Bulk,0,0,0,,Yes,No,,,1,Yes,,,,,,,,
357,"3.5mm TRS socket(f) to RCA(m) Stereo Cable, 01.5m",Audio Cable - Adapters,Bulk,0,2,0,,Yes,No,,,0,Yes,,,,,,,,
752,6.35mm TRS Jack (f) to XLR (m) adapter,Audio Cable - Adapters,Serialised,0,10,0.04,,Yes,No,"adapter,jack to xlr,xlr to jack,jack xlr adapter,xlr jack adapter",,0,Yes,,,,No,,,,
394,6.35mm TRS Jack(m) to 3.5mm TRS Jack(f) adaptor,Audio Cable - Adapters,Bulk,0,3.5,0.01,,Yes,No,adapter,,0.5,Yes,,,,,,,,
369,6.35mm TRS Jack(m) to RCA(f) adaptor,Audio Cable - Adapters,Bulk,0,3.5,0.01,,Yes,No,adapter,,0.5,Yes,,,,No,,,,
236,"6.35mm TRS Jack(m) to XLR(f), adaptor",Audio Cable - Adapters,Serialised,0,10,0.04,,Yes,No,,,1,Yes,,,,No,,,,
396,"6.35mm TRS Jack(m) to XLR(f) cable, 01m",Audio Cable - Adapters,Bulk,0,10,0,"TRS 6.35 Jack
XLR (Female)
Length: 1m",Yes,No,,,1,Yes,,,,,,,,
244,"6.35mm TRS Jack(m) to XLR(f) cable, 03m",Audio Cable - Adapters,Bulk,0,10,0,"TRS 6.35mm Jack
XLR (Female)
Length: 3m",Yes,No,,,1,Yes,,,,,,,,
470,"6.35mm TRS Jack(m) to XLR(f) cable, 05m",Audio Cable - Adapters,Serialised,0,20,0.29,"TRS 6.35mm Jack
XLR (Female)
Length: 5m",Yes,No,,,1,Yes,,,,No,,,,
100,"6.35mm TRS Jack(m) to XLR(f) cable, 150mm",Audio Cable - Adapters,Bulk,0,10,0,"TRS 6.35 Jack
XLR (Female)
Length: 150mm",Yes,No,,,1,Yes,,,,,,,,
285,"6.35mm TRS Jack(m) to XLR(f) cable, 500mm",Audio Cable - Adapters,Serialised,0,10,0.09,"TRS 6.35mm Jack
XLR (Female)
Length: 3m",Yes,No,,,1,Yes,,,,No,,,,
98,"6.35mm TRS Jack(m) to XLR(m), adaptor",Audio Cable - Adapters,Serialised,0,20,0.42,,Yes,No,"unbalanced,jack to xlr male unbalanced,trs jack to xlr,jack to xlr,xlr to jack,adapter,xlr adapter,jack xlr adapter",,1,Yes,,,,No,,,,
101,"6.35mm TRS Jack(m) to XLR(m) cable, 03m",Audio Cable - Adapters,Serialised,0,20,0,,Yes,No,,,1,Yes,,,,No,,,,
97,"6.35mm TRS Jack(m) to XLR(m) cable, 05m",Audio Cable - Adapters,Serialised,0,17.66,0.3,,Yes,No,balanced,,1,Yes,,,,No,,,,
106,"6.35mm TRS Jack(m) to XLR(m) cable, 150mm",Audio Cable - Adapters,Bulk,0,10,0,balanced,Yes,No,,,1,Yes,,,,,,,,
220,6.35mm TS Jack(m) to RCA(f) adaptor,Audio Cable - Adapters,Bulk,0,3.5,0.01,,Yes,No,adapter,,0.5,Yes,,,,,,,,
722,"6.35mm TS Jack(m) to XLR(m), adaptor",Audio Cable - Adapters,Serialised,0,20,0.04,,Yes,No,"adapter,jack to xlr,xlr to jack,xlr adapter,jack xlr adapter,ts jack to xlr,ts jack to male xlr,ts adapter,ts to xlr",,1,Yes,,,,No,,,,
102,"6.35mm TS Jack to XLR(m) cable, 03m",Audio Cable - Adapters,Bulk,0,20,0,,Yes,No,,,1,Yes,,,,,,,,
107,"6.35mm TS Jack to XLR(m) cable, 150mm",Audio Cable - Adapters,Bulk,0,10,0,,Yes,No,balanced,,1,Yes,,,,,,,,
759,Analog to digital audio converter,Audio Cable - Adapters,Serialised,0,0,0.07,"Analog to digital audio converter

COAXIAL & TOSLINK to RCA",Yes,No,,,0,Yes,,,,No,,,,
718,Astera NYX AC Adaptor,Audio Cable - Adapters,Serialised,0,10,0.16,,Yes,No,lighting,,0,Yes,,,,No,,,,
289,Audio adaptor pack (24 pieces),Audio Cable - Adapters,Bulk,0,150,0,"2x (M) XLR to (M) 6.35mm TRS Jack
2x (M) XLR to (M) 6.35mm TS Jack
2x (M) XLR to (M) XLR
2x (F) XLR to (F) XLR
2x (M) XLR to (F) 6.35mm Jack Socket
2x Double (F) RCA Coupler
2x Neutrik NL4MMX Coupler
2x (M) XLR to (F) RCA
2x (F) XLR to (F) RCA
2x (M) XLR to (F) 5pin DIN
2x (F) 6.35mm Jack Socket to (M) 3.5mm Jack
2x (F) RCA to (M) 6.35mm TS Jack",Yes,No,,,0,Yes,,,,,,,,
854,Ci1N Instrument Cable for SK100/SK300/SK500 Transmitters,Audio Cable - Adapters,Serialised,0,30,0.04,"Main Features:
CI1N Instrument Cable
Suitable for connecting electric guitars and basses to wireless bodypack transmitters
Allows for simple plug and play wireless sound
Compatible with SK100, SK300 & SK500
1/4"" (6.3mm) Jack to 3.5mm stereo locking minijack
Cable length: 48"" (120cm)",Yes,No,,,0,Yes,,,,No,,,,
419,iPhone Lightning to 3.5mm Headphone Jack Adaptor,Audio Cable - Adapters,Serialised,0,12,0.01,,Yes,No,,,1,Yes,,,08/02/2022,No,,,,
779,"RCA(f) to RCA(f) barrel connector, dual",Audio Cable - Adapters,Bulk,0,1.2,0.01,,Yes,No,,,0.3,Yes,,,11/03/2022,No,,,,
490,RCA(f) to XLR(m) adapter,Audio Cable - Adapters,Serialised,0,10,0.04,,Yes,No,"rca to xlr,rca to male xlr,adapter,rca to xlr adapter,rca adapter,xlr adapter",,0,Yes,,,,No,,,,
125,"RCA(m) to XLR(f) cable, 150mm",Audio Cable - Adapters,Serialised,0,15,0.1,,Yes,No,"rca to xlr,rca male to xlr female,xlr to rca,rca to xlr 150",,1,Yes,,,,No,,,,
169,"RCA(m) to XLR(f) stereo cable, 1.5m",Audio Cable - Adapters,Serialised,0,20,0,,Yes,No,"rca to xlr female,rca male to xlr female,rca to xlr 1.5,rca to xlr stereo,rca to xlr female 1.5,rca male to xlr female 1.5",,1,Yes,,,,,,,,
82,"RCA(m) to  XLR(m) cable, 150mm",Audio Cable - Adapters,Serialised,0,10,0.07,Male phono to male XLR adaptor tail.,Yes,No,"adapter,cable,xlr,phono,rca,rca male to xlr male,rca to xlr,rca to xlr 150",,1,Yes,,,24/05/2022,No,,,,
173,"RCA(m) to XLR(m) stereo cable, 1.5m",Audio Cable - Adapters,Bulk,0,20,0,,Yes,No,,,1,Yes,,,,,,,,
521,Sennheiser CL2 Line Cable,Audio Cable - Adapters,Serialised,0,0,0.08,For connecting wired microphone to wireless belt pack,Yes,No,,,0,Yes,,,,No,,,,
354,"Sennheiser line input cable, RCA(m), 1m",Audio Cable - Adapters,Bulk,0,5,0,,Yes,No,,,1,Yes,,,,,,,,
867,Speakon Splitter Box - NL4 1 in 2 out -  NL4-SPLIT,Audio Cable - Adapters,Serialised,0,0,0.4,"The PULSE NL4-SPLIT is designed to allow the use of multiple speaker cabinets on a single amplifier channel.
All four pins connected in parallel (1+ to 1+, 1- to 1-, 2+ to 2+, 2- to 2-)
Genuine Neutrik® Speakon® NL4 sockets to ensure reliability
Wired with 2.5mm², 4-core cable which makes it ideal for high power speaker systems
Rugged metal chassis with rubber corners",Yes,No,,,0,Yes,,,,No,,,,
489,XLR(f) to RCA(f) adapter,Audio Cable - Adapters,Serialised,0,10,0.05,,Yes,No,"xlr female to rca,rca to xlr,rca to xlr female,xlr to rca adapter,rca to xlr adapter,adapter",,0,Yes,,,,No,,,,
243,XLR(f) to XLR(f) adaptor,Audio Cable - Adapters,Bulk,0,10,0.07,Coupler/Adaptor for changing gender on a line of XLR cable,Yes,No,,,0,Yes,,,,No,,,,
373,XLR(m) to XLR(m) adaptor,Audio Cable - Adapters,Bulk,0,10,0.05,Coupler/Adaptor for changing gender on a line of XLR cable,Yes,No,,,0,Yes,,,,No,,,,
970,"Dual Tourcat, Cat 6a STP, drum, 30m",Audio Cable - Digital,Serialised,0,400,4,30 metre dual cat cable on drum,Yes,No,,,20,Yes,,,,No,,,,
571,"RCA Digital Audio Cable, 01m",Audio Cable - Digital,Serialised,0,7.88,0.07,,Yes,No,,,0,Yes,,,15/10/2021,No,,,,
393,"3.5mm TRS jack(m) to 3.5mm TRS jack(m), 1m","Audio Cable - Jack, RCA, other",Bulk,0,0,0,,Yes,No,"mini jack to mini jack,mini jack,3.5mm jack",,0.5,Yes,,,,,,,,
492,"6.35mm TRS Jack(m) to 6.35mm TRS Jack(m) cable, 3m","Audio Cable - Jack, RCA, other",Serialised,0,18.23,0.19,,Yes,No,"jack to jack,jack,trs jack",,1,Yes,,,11/10/2023,No,,,,
1051,"6.35mm TRS Jack(m) to 6.35mm TRS Jack(m) cable, 5m","Audio Cable - Jack, RCA, other",Serialised,0,16.78,0.25,,Yes,No,"trs jack,jack,jack to jack",,1,Yes,,,,No,,,,
564,"6.35mm TS Jack(m) to  Right angle TS Jack(m) cable, 01m","Audio Cable - Jack, RCA, other",Serialised,0,10,0.1,"TS 6.35mm Jack(m) straight
TS 6.35mm Jack(m)  right angle",Yes,No,,,1,Yes,,,,No,,,,
458,"6.35mm TS Jack(m) to TS Jack(m) cable, 3m","Audio Cable - Jack, RCA, other",Serialised,0,10,0.2,"TS 6.35mm Jack
Length: 3m",Yes,No,"jack to jack,jack to jack 3m,jack,trs jack",,1,Yes,,,,No,,,,
577,"6.35mm TS Jack(m) to TS Jack(m) cable, 5m","Audio Cable - Jack, RCA, other",Serialised,0,10,0.26,"TRS 6.35mm Jack
Length: 5m",Yes,No,"jack,ts,jack to jack,ts jack",,1,Yes,,,,,,,,
131,"RCA cable, stereo, 1m","Audio Cable - Jack, RCA, other",Serialised,0,2.57,0.05,,Yes,No,"rca,phono",,0.5,Yes,,,24/09/2021,,,,,
371,"RCA cable, stereo, 2m","Audio Cable - Jack, RCA, other",Serialised,0,2.64,0.05,,No,No,"rca,phono",,0.5,Yes,,,06/10/2021,,,,,
788,"RCA cable, stereo, VDC,  01m","Audio Cable - Jack, RCA, other",Serialised,0,16.2,0.05,,Yes,No,rca,,1,Yes,,,24/09/2021,,,,,
789,"RCA cable, stereo, VDC,  02m","Audio Cable - Jack, RCA, other",Serialised,0,17.1,0.05,,Yes,No,rca,,0.5,Yes,,,28/03/2022,,,,,
302,"Stagebox - VDC 16/4, 25m",Audio Cable - Multicore,Serialised,0,400,13.7,,Yes,No,,,30,Yes,,,,No,,,,
892,Stagebox - VDC 8 IN - 10M,Audio Cable - Multicore,Serialised,0,300,4.2,,Yes,No,,,15,Yes,,,,No,,,,
537,"TRS jack to convertCON, 8 way loom, 2m",Audio Cable - Multicore,Serialised,0,0,0,,Yes,No,,,4,Yes,,,,,,,,
910,"XLR(m) to XLR(f), 4 way loom, 05m",Audio Cable - Multicore,Serialised,0,70,0.08,,Yes,No,,,5,Yes,,,,No,,,,
109,NL2 Cable (grey),Audio Cable - Speaker,Bulk,0,50,0,,Yes,No,,,1,Yes,,,,,,,,
151,"NL4, 2.5mm cable, 02m",Audio Cable - Speaker,Bulk,0,35,0.41,,Yes,No,nl4,,1,Yes,,,,,,,,
486,"NL4, 2.5mm cable, 03m",Audio Cable - Speaker,Serialised,0,40,0.7,,Yes,No,nl4,,1,Yes,,,,,,,,
110,"NL4, 2.5mm cable, 05m",Audio Cable - Speaker,Serialised,0,50,1.01,,Yes,No,nl4,,1,Yes,,,,,,,,
149,"NL4, 2.5mm cable, 10m",Audio Cable - Speaker,Serialised,0,50,2.01,,Yes,No,nl4,,1,Yes,,,,No,,,,
150,"NL4 , 2.5mm cable, 20m",Audio Cable - Speaker,Serialised,0,100,3.92,,Yes,No,nl4,,1.5,Yes,,,,,,,,
584,"NL4, 4.0mm cable, 15m",Audio Cable - Speaker,Serialised,0,50,2.01,,Yes,No,nl4,,1,Yes,,,,,,,,
351,"NL4, 4mm cable, 05m",Audio Cable - Speaker,Serialised,0,50,2.78,,Yes,No,nl4,,1,Yes,,,,,,,,
349,"NL4 , 4mm cable, 20m",Audio Cable - Speaker,Serialised,0,100,6.11,,Yes,No,,,1.5,Yes,,,,,,,,
171,NL4 Coupler,Audio Cable - Speaker,Bulk,0,8,0.02,,Yes,No,nl4,,0.5,Yes,,,,No,,,,
474,NL4 pinswap cable,Audio Cable - Speaker,Serialised,0,20,0.27,,Yes,No,nl4,,2,Yes,,,,No,,,,
